ITEM	CAL	FAT	SFAT	TFAT	CHOL	SALT	CARB	FBR	SGR	PRO
Sweet 'N Sour Sauce	50	0	0	0	0	160	11	0	10	1
Hotcake Syrup	190	0	0	0	0	0	46	0	33	0
Peanuts Packet (for Sundaes)	45	4	0.5	0	0	0	1	0	0	2
Tangy Barbeque Sauce	45	0	0	0	0	250	11	0	9	0
Buffalo Ranch McChicken	360	16	3	0	40	800	40	2	5	15
Whipped Butter (1 pat)	40	4.5	2.5	0	15	35	0	0	0	0
Mayonnaise Packet	90	10	1.5	0	0	65	0	0	0	0
Low Fat Crunchy Granola Packet	30	0	0	0	0	40	6	0	2	1
Black Pepper Packet	0	0	0	0	0	0	0	0	0	0
Newman's Own Creamy French Dressing (Package)	300	23	3.5	0	0	450	22	1	22	0
Big Mac Sauce	70	7	1	0	5	75	1	0	1	0
Mustard Packet	0	0	0	0	0	65	0	0	0	0
White Buttermints	15	0	0	0	0	0	0	1	0	0
Fruit 'n Yogurt Parfait	150	2	1	0	5	75	30	1	22	4
Sausage McMuffin with Egg	470	30	12	0	275	810	30	2	3	21
Hotcakes and Sausage	790	35	13	0	80	890	103	2	45	16
Sausage Burrito	300	16	6	0	165	780	26	1	2	13
Egg McMuffin	300	12	6	0	245	730	30	2	3	18
Bacon Egg & Cheese Biscuit	450	24	12	0	200	1300	40	2	3	18
Sausage Biscuit	460	30	13	0	40	1050	36	2	3	11
Sausage Biscuit with Egg	530	34	15	0	205	1140	38	2	3	17
Bacon Egg & Cheese McGriddles	420	18	8	0	195	1240	45	2	15	18
Sausage McGriddles	430	24	9	0	35	990	42	1	15	11
Sausage Egg & Cheese McGriddles	550	32	13	0	220	1290	45	2	15	20
Hotcakes	600	16	7	0	45	610	102	2	45	9
Hash Browns	150	9	1.5	0	0	320	16	1	0	1
Sausage McMuffin	400	230	39	51	55	19	31	10	7	14
Fruit 'n Yogurt Parfait	150	2	1	0	5	75	30	1	22	4
Hotcakes and Sausage	790	35	13	0	80	890	103	2	45	16
Sausage Burrito	300	16	6	0	165	780	26	1	2	13
Bacon Egg & Cheese Biscuit	450	24	12	0	200	1300	40	2	3	18
Sausage Biscuit	460	30	13	0	40	1050	36	2	3	11
Sausage Biscuit with Egg	530	34	15	0	205	1140	38	2	3	17
Bacon Egg & Cheese McGriddles	420	18	8	0	195	1240	45	2	15	18
Sausage McGriddles	430	24	9	0	35	990	42	1	15	11
Sausage Egg & Cheese McGriddles	550	32	13	0	220	1290	45	2	15	20
Hotcakes	600	16	7	0	45	610	102	2	45	9
Hash Browns	150	80	14	6	0	0	13	5	6	1
Fruit 'n Yogurt Parfait	150	2	1	0	5	75	30	1	22	4
Sausage McMuffin with Egg	470	30	12	0	275	810	30	2	3	21
Hotcakes and Sausage	790	35	13	0	80	890	103	2	45	16
Sausage Burrito	300	16	6	0	165	780	26	1	2	13
Egg McMuffin	300	12	6	0	245	730	30	2	3	18
Hotcakes	600	16	7	0	45	610	102	2	45	9
Hash Browns	150	9	1.5	0	0	320	16	1	0	1
Sausage McMuffin	400	230	39	51	55	19	31	10	7	14
Hamburger	250	8	3	0	30	480	31	1	6	13
Chicken McNuggets (6 piece)	270	16	2.5	0	45	510	16	1	0	15
Chicken McNuggets (4 piece)	180	100	16	9	30	10	14	4	3	10
Apple Slices	15	0	0	0	0	0	4	0	3	0
Go-GURT Strawberry Flavored Low Fat Yogurt Tube	50	5	1	2	5	1	1	3	0	3
One-percent Low Fat Milk Jug	100	2.5	1.5	0	10	125	12	0	12	8
Honest Kids Appley Ever After (Box 6 fl oz Drink Box)	35	0	0	0	0	0	0	3	0	0
Chicken McNuggets (6 piece)	270	140	25	13	45	15	21	5	4	15
Fat Free Chocolate Milk Jug	130	0	0	0	5	135	23	0	22	9
One-percent Low Fat Milk Jug	100	20	4	8	10	3	5	4	0	8
Apple Slices	15	0	0	0	0	0	4	0	3	0
Go-GURT Strawberry Flavored Low Fat Yogurt Tube	50	5	1	2	5	1	1	3	0	3
Triple Cheeseburger	520	28	14	1.5	110	1180	35	2	7	32
Filet-O-Fish	390	19	4	0	45	560	38	2	5	17
Quarter Pounder with Cheese	530	27	13	1.5	100	1090	41	3	10	31
Chicken McNuggets (10 piece)	440	240	41	22	75	25	35	9	7	24
Apple Slices	15	0	0	0	0	0	4	0	3	0
Hamburger	250	8	3	0	30	480	31	1	6	13
Cheeseburger	300	12	6	0.5	40	680	33	2	7	15
Chicken McNuggets (6 piece)	270	16	2.5	0	45	510	16	1	0	15
Fat Free Chocolate Milk Jug	130	0	0	0	5	135	23	0	22	9
One-percent Low Fat Milk Jug	100	2.5	1.5	0	10	125	12	0	12	8
Chicken McNuggets (4 piece)	180	11	2	0	30	340	11	1	0	10
Go-GURT Strawberry Flavored Low Fat Yogurt Tube	50	5	1	2	5	1	1	3	0	3
Signature Sriracha Burger on Artisan Roll	680	35	13	1.5	95	1040	57	3	13	32
Sweet BBQ Bacon Burger on Sesame Seed Bun	700	38	14	1.5	110	1310	52	3	14	38
Sweet BBQ Bacon Artisan Grilled Chicken on Sesame Seed Bun	600	23	7	0	135	1850	52	3	14	46
Sweet BBQ Bacon Buttermilk Crispy Chicken on Artisan Roll	830	39	11	0.5	105	1760	80	5	18	42
Sweet BBQ Bacon Burger on Artisan Roll	770	40	16	1.5	120	1340	62	3	18	42
Sweet BBQ Bacon Artisan Grilled Chicken on Artisan Roll	670	25	9	0.5	140	1870	61	3	18	50
Pico Guacamole Burger on Artisan Roll	660	36	14	1.5	100	950	51	4	11	34
Pico Guacamole Burger on Sesame Seed Bun	580	33	12	1.5	95	920	41	4	7	29
Sweet BBQ Bacon Buttermilk Crispy Chicken on Sesame Seed Bun	760	36	9	0	95	1740	71	5	14	37
Pico Guacamole Artisan Grilled Chicken on Sesame Seed Bun	470	18	5	0	115	1450	40	3	7	38
Pico Guacamole Artisan Grilled Chicken on Artisan Roll	550	20	7	0	120	1340	50	4	11	42
Signature Sriracha Buttermilk Crispy Chicken on Artisan Roll	760	36	9	0.5	85	1430	75	5	13	34
Pico Guacamole Buttermilk Crispy Chicken on Sesame Seed Bun	630	32	7	0	80	1340	59	5	7	29
Signature Sriracha Artisan Grilled Chicken on Artisan Roll	590	22	7	0	125	1390	56	3	14	43
Pico Guacamole Buttermilk Crispy Chicken on Artisan Roll	720	34	9	0	85	1380	69	6	11	33
Sweet BBQ Bacon Buttermilk Crispy Chicken on Texas Toast	800	36	9	0	95	1850	80	5	17	39
Pico Guacamole Artisan Grilled Chicken on Texas Toast	510	17	5	0	115	1570	49	4	10	40
Sweet BBQ Bacon Burger on Texas Toast	740	38	14	1.5	110	1430	61	3	16	40
Sweet BBQ Bacon Artisan Grilled Chicken on Texas Toast	640	22	7	0	135	1970	61	3	17	48
Pico Guacamole Buttermilk Crispy Chicken on Texas Toast	680	31	7	0	80	1460	68	5	10	31
Buffalo Bacon Burger on Artisan Roll	620	33	13	1.5	105	1170	46	3	11	37
Swiss Mushroom Melt Burger on Artisan Roll	620	33	17	1.5	115	570	47	3	11	36
Buffalo Bacon Artisan Grilled Chicken on Artisan Roll	520	17	5	0	125	1710	45	3	11	45
Swiss Mushroom Melt Buttermilk Crispy Chicken on Artisan Roll	700	32	12	0.5	105	1120	66	5	11	37
Swiss Mushroom Melt Artisan Grilled on Artisan Roll	540	19	10	0.5	140	1240	47	3	12	46
Buffalo Bacon Buttermilk Crispy Chicken on Artisan Roll	680	31	7	0	90	1600	64	4	11	36
Garlic White Cheddar Double Burger on Artisan Roll	920	55	23	3	185	1130	49	3	11	57
Garlic White Cheddar Artisan Grilled Chicken on Texas Toast	530	19	6	0	125	1170	47	3	10	42
Garlic White Cheddar Buttermilk Crispy Chicken on Texas Toast	690	33	8	0	85	1220	66	4	10	33
Garlic White Cheddar Burger on Texas Toast	610	33	13	1.5	95	820	47	3	10	31
Garlic White Cheddar Buttermilk Crispy Chicken on Artisan Roll	700	34	9	0	85	1190	67	5	11	33
Garlic White Cheddar Burger on Artisan Roll	640	35	14	1.5	100	760	49	3	11	33
Garlic White Cheddar Artisan Grilled Chicken on Artisan Roll	530	180	30	33	125	41	48	16	13	42
Sausage Egg & Cheese McGriddles	550	32	13	0	220	1290	45	2	15	20
Filet-O-Fish	390	19	4	0	45	560	38	2	5	17
Big Mac	540	28	10	1	80	950	45	3	9	25
Chicken McNuggets (10 piece)	440	240	41	22	75	25	35	9	7	24
Sausage Egg & Cheese McGriddles	550	32	13	0	220	1290	45	2	15	20
Filet-O-Fish	390	19	4	0	45	560	38	2	5	17
Big Mac	540	28	10	1	80	950	45	3	9	25
Chicken McNuggets (10 piece)	440	27	4.5	0	75	840	26	2	0	24
